Geo_FIPS,Geo_GEOID,Geo_NAME,Geo_QName,Geo_STUSAB,Geo_SUMLEV,Geo_GEOCOMP,Geo_FILEID,Geo_LOGRECNO,Geo_US,Geo_REGION,Geo_DIVISION,Geo_STATECE,Geo_STATE,Geo_COUNTY,Geo_COUSUB,Geo_PLACE,Geo_PLACESE,Geo_TRACT,Geo_BLKGRP,Geo_CONCIT,Geo_AIANHH,Geo_AIANHHFP,Geo_AIHHTLI,Geo_AITSCE,Geo_AITS,Geo_ANRC,Geo_CBSA,Geo_CSA,Geo_METDIV,Geo_MACC,Geo_MEMI,Geo_NECTA,Geo_CNECTA,Geo_NECTADIV,Geo_UA,Geo_UACP,Geo_CDCURR,Geo_SLDU,Geo_SLDL,Geo_VTD,Geo_ZCTA3,Geo_ZCTA5,Geo_SUBMCD,Geo_SDELM,Geo_SDSEC,Geo_SDUNI,Geo_UR,Geo_PCI,Geo_TAZ,Geo_UGA,Geo_BTTR,Geo_BTBG,Geo_PUMA5,Geo_PUMA1,SE_T014_001,SE_T014_002,SE_T014_003,SE_T014_004,SE_T014_005,SE_T014_006,SE_T014_007,SE_T014_008,SE_T014_009,SE_T014_010,SE_T014_011,SE_T014_012,SE_T014_013,SE_T014_014,SE_T014_015,SE_T014_016,SE_T014_017,SE_T056_001,SE_T056_002,SE_T056_003,SE_T056_004,SE_T056_005,SE_T056_006,SE_T056_007,SE_T056_008,SE_T056_009,SE_T056_010,SE_T056_011,SE_T056_012,SE_T056_013,SE_T056_014,SE_T056_015,SE_T056_016,SE_T056_017,SE_T057_001,SE_T058_001,SE_T058_002,SE_T058_003,SE_T058_004,SE_T058_005,SE_T058_006,SE_T058_007,SE_T058_008,SE_T058_009,SE_T058_010,SE_T080_001,SE_T080_002,SE_T080_003,SE_T102_001,SE_T102_002,SE_T102_003,SE_T102_004,SE_T102_005,SE_T102_006,SE_T102_007,SE_T102_008,SE_T102_009,SE_T103_001,SE_T103_002,SE_T103_003,SE_T103_004,SE_T103_005,SE_T103_006,SE_T104_001
"25009266300","14000US25009266300","Census Tract 2663, Essex County, Massachusetts","Census Tract 2663, Essex County, Massachusetts","ma","140","00","ACSSF","0001290",,,,,"25","009",,,,"266300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3584,3419,2940,17,0,141,0,8,313,165,165,0,0,0,0,0,0,1534,28,43,98,58,67,31,70,34,63,84,258,282,138,124,96,60,66442,66442,65288,,,,,,,,64957,1534,48,1486,511,19,125,31,20,73,42,183,18,518,6,274,185,46,7,1207
"25009266400","14000US25009266400","Census Tract 2664, Essex County, Massachusetts","Census Tract 2664, Essex County, Massachusetts","ma","140","00","ACSSF","0001291",,,,,"25","009",,,,"266400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3511,3503,3446,24,0,0,0,0,33,8,8,0,0,0,0,0,0,1513,85,95,9,16,60,62,51,69,97,53,271,116,160,180,99,90,70220,70220,70152,,,,,,,,70287,1513,37,1476,573,8,0,34,253,130,49,76,23,573,0,252,175,135,11,993
"25009267101","14000US25009267101","Census Tract 2671.01, Essex County, Massachusetts","Census Tract 2671.01, Essex County, Massachusetts","ma","140","00","ACSSF","0001292",,,,,"25","009",,,,"267101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3794,3774,3527,13,0,154,0,0,80,20,0,1,0,0,0,19,0,1622,116,83,61,43,84,50,59,45,99,34,155,269,141,146,103,134,74318,74318,73542,,,,,,,,73542,1622,75,1547,669,31,114,81,79,135,148,50,31,679,79,280,161,149,10,1055
"25009267102","14000US25009267102","Census Tract 2671.02, Essex County, Massachusetts","Census Tract 2671.02, Essex County, Massachusetts","ma","140","00","ACSSF","0001293",,,,,"25","009",,,,"267102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4701,4649,4508,51,0,0,0,0,90,52,22,12,0,0,0,6,12,1675,51,49,51,80,39,64,47,43,111,128,135,285,244,139,131,78,78894,78894,77885,,,,,,,,77885,1675,64,1611,253,0,0,31,63,46,46,39,28,286,0,86,91,76,33,1177
"25009268100","14000US25009268100","Census Tract 2681, Essex County, Massachusetts","Census Tract 2681, Essex County, Massachusetts","ma","140","00","ACSSF","0001294",,,,,"25","009",,,,"268100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2570,2539,2505,0,0,14,0,0,20,31,28,0,0,0,0,3,0,832,3,0,0,0,10,10,46,5,5,14,56,137,107,70,175,194,127212,127212,127404,,,,,,,,127917,832,5,827,12,0,0,0,0,0,0,5,7,18,0,7,0,5,6,
"25009268200","14000US25009268200","Census Tract 2682, Essex County, Massachusetts","Census Tract 2682, Essex County, Massachusetts","ma","140","00","ACSSF","0001295",,,,,"25","009",,,,"268200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6292,6141,5782,80,0,121,0,122,36,151,130,0,0,12,0,9,0,2493,86,60,72,165,44,85,0,163,71,115,327,282,145,199,281,398,79879,79879,84071,,,250001,,,,188250,81250,2493,75,2418,576,23,12,34,71,203,80,140,13,589,11,265,115,185,13,1182
"25009268300","14000US25009268300","Census Tract 2683, Essex County, Massachusetts","Census Tract 2683, Essex County, Massachusetts","ma","140","00","ACSSF","0001296",,,,,"25","009",,,,"268300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4103,3943,3866,34,0,11,0,0,32,160,117,0,14,0,0,29,0,2050,172,140,112,93,71,61,39,137,70,172,154,115,208,113,190,203,56786,56786,57117,,,,,,,,56480,2050,69,1981,849,87,179,88,119,89,89,148,50,849,15,510,223,101,0,916
"25009268400","14000US25009268400","Census Tract 2684, Essex County, Massachusetts","Census Tract 2684, Essex County, Massachusetts","ma","140","00","ACSSF","0001297",,,,,"25","009",,,,"268400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4697,4575,4500,18,0,40,0,0,17,122,120,0,0,0,0,2,0,2020,79,110,11,47,77,35,26,66,121,149,145,301,157,202,161,333,90500,90500,90077,,,,,,,,85139,2020,60,1960,624,25,67,87,90,124,130,43,58,645,26,403,80,115,21,1087
"25009269100","14000US25009269100","Census Tract 2691, Essex County, Massachusetts","Census Tract 2691, Essex County, Massachusetts","ma","140","00","ACSSF","0001298",,,,,"25","009",,,,"269100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6794,6746,6650,20,0,34,0,0,42,48,34,0,0,0,0,14,0,2677,14,59,64,122,79,142,43,95,28,178,229,373,333,239,348,331,95827,95827,95885,,,,,,,,95885,2677,31,2646,403,14,76,15,47,101,16,64,70,476,16,247,80,60,73,1123
"25009270100","14000US25009270100","Census Tract 2701, Essex County, Massachusetts","Census Tract 2701, Essex County, Massachusetts","ma","140","00","ACSSF","0001299",,,,,"25","009",,,,"270100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5995,5917,5871,24,0,22,0,0,0,78,11,67,0,0,0,0,0,2203,124,79,78,88,50,45,54,13,65,56,269,322,144,250,311,255,85994,85994,85064,,,,,,,,85064,2203,39,2164,359,15,56,27,30,39,21,144,27,359,0,161,78,104,16,1399
"25009990100","14000US25009990100","Census Tract 9901, Essex County, Massachusetts","Census Tract 9901, Essex County, Massachusetts","ma","140","00","ACSSF","0001300",,,,,"25","009",,,,"990100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
"25017300100","14000US25017300100","Census Tract 3001, Middlesex County, Massachusetts","Census Tract 3001, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001458",,,,,"25","017",,,,"300100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3147,3098,3044,17,0,37,0,0,0,49,45,0,0,0,0,0,4,1073,17,27,18,39,33,32,44,36,58,48,119,160,206,97,120,19,83917,83917,83417,,,,,,,80833,84417,1073,45,1028,102,0,0,4,0,45,17,18,18,119,5,61,17,19,17,1279
"25017301101","14000US25017301101","Census Tract 3011.01, Middlesex County, Massachusetts","Census Tract 3011.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001459",,,,,"25","017",,,,"301101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4041,3978,3787,0,25,43,0,67,56,63,31,0,0,0,0,32,0,1544,90,40,18,30,23,35,60,13,36,197,261,289,169,96,152,35,74006,74006,74679,,,,,,,,74519,1544,7,1537,361,22,13,89,113,39,0,85,0,371,0,185,96,80,10,903
"25017301102","14000US25017301102","Census Tract 3011.02, Middlesex County, Massachusetts","Census Tract 3011.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001460",,,,,"25","017",,,,"301102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5142,5047,4868,7,0,154,0,0,18,95,63,0,0,0,0,9,23,1744,37,12,19,21,57,87,28,26,47,48,254,268,265,200,236,139,96290,96290,95766,,,,,,,,96089,1744,48,1696,194,0,9,23,67,48,20,12,15,194,27,92,64,11,0,996
"25017310100","14000US25017310100","Census Tract 3101, Middlesex County, Massachusetts","Census Tract 3101, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001461",,,,,"25","017",,,,"310100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103,3685,2551,296,9,429,0,171,229,1418,604,79,0,0,0,662,73,2658,426,270,125,217,105,219,160,126,116,43,376,197,100,21,107,50,34431,34431,39884,30650,,33732,,12254,21518,13727,45825,2658,178,2480,2052,251,276,244,392,323,242,278,46,2052,34,720,598,662,38,917
"25017310200","14000US25017310200","Census Tract 3102, Middlesex County, Massachusetts","Census Tract 3102, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001462",,,,,"25","017",,,,"310200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6949,5757,4551,496,0,339,0,0,371,1192,244,0,0,0,0,900,48,2181,73,74,61,78,29,198,63,84,126,361,160,368,186,144,176,0,57953,57953,66481,56651,,115000,,47093,,47591,66088,2181,123,2058,746,0,43,254,100,201,43,73,32,778,0,471,57,218,32,961
"25017310300","14000US25017310300","Census Tract 3103, Middlesex County, Massachusetts","Census Tract 3103, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001463",,,,,"25","017",,,,"310300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5864,4639,3082,671,0,740,0,99,47,1225,403,12,0,0,0,570,240,2188,275,137,122,196,66,70,80,141,27,191,197,294,267,40,37,48,45648,45648,46923,43333,,96250,,20114,,22235,50573,2188,107,2081,1150,110,73,24,201,192,329,190,31,1197,68,352,334,277,166,1217
"25017310400","14000US25017310400","Census Tract 3104, Middlesex County, Massachusetts","Census Tract 3104, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001464",,,,,"25","017",,,,"310400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3385,2244,1712,98,0,352,0,0,82,1141,614,46,0,0,0,481,0,1132,89,104,101,111,92,82,39,29,56,146,77,41,44,27,91,3,34015,34015,43036,9821,,50875,,21838,,27813,35000,1132,153,979,687,18,128,120,83,78,119,141,0,703,0,209,209,231,54,982
"25017310500","14000US25017310500","Census Tract 3105, Middlesex County, Massachusetts","Census Tract 3105, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001465",,,,,"25","017",,,,"310500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3354,3038,2149,252,0,525,0,0,112,316,164,24,0,0,0,125,3,1161,86,30,76,101,131,18,17,50,20,126,122,203,81,62,38,0,51651,51651,57778,56607,,25870,,,,27143,53261,1161,39,1122,617,0,0,89,126,290,93,19,0,633,0,269,151,190,23,1081
"25017310601","14000US25017310601","Census Tract 3106.01, Middlesex County, Massachusetts","Census Tract 3106.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001466",,,,,"25","017",,,,"310601",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6304,5492,3736,472,0,1092,0,3,189,812,373,0,0,0,0,307,132,2056,72,155,129,21,132,64,129,67,63,154,194,388,136,236,41,75,66221,66221,66948,75817,,86949,,31855,35556,42174,65887,2056,114,1942,589,144,102,91,43,140,15,54,0,612,9,348,199,26,30,627
"25017310602","14000US25017310602","Census Tract 3106.02, Middlesex County, Massachusetts","Census Tract 3106.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001467",,,,,"25","017",,,,"310602",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5504,4560,3741,102,14,656,8,16,23,944,209,0,0,0,0,688,47,2142,116,187,74,213,165,83,26,100,106,71,254,377,151,68,121,30,50083,50083,61075,,,70490,,12194,,14231,61908,2142,28,2114,829,0,0,87,156,254,184,88,60,843,16,251,234,328,14,1169
"25017310700","14000US25017310700","Census Tract 3107, Middlesex County, Massachusetts","Census Tract 3107, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001468",,,,,"25","017",,,,"310700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4812,3835,1950,298,0,1488,0,11,88,977,273,19,33,0,0,631,21,1426,170,126,99,83,63,127,62,68,80,139,139,163,60,18,10,19,37344,37344,30431,32174,,45536,,52841,,52208,30366,1426,78,1348,1117,27,182,151,219,254,133,151,0,1117,17,442,361,255,42,981
"25017311100","14000US25017311100","Census Tract 3111, Middlesex County, Massachusetts","Census Tract 3111, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001469",,,,,"25","017",,,,"311100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2501,1755,673,114,0,874,0,43,51,746,277,10,0,0,0,429,30,795,51,36,43,84,103,54,25,11,57,113,66,86,37,24,2,3,42841,42841,43333,86500,,49205,,26007,28889,30300,37250,795,65,730,705,30,31,68,115,265,142,54,0,705,36,289,178,202,0,1102
"25017311200","14000US25017311200","Census Tract 3112, Middlesex County, Massachusetts","Census Tract 3112, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001470",,,,,"25","017",,,,"311200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3427,2770,769,478,0,1468,0,0,55,657,245,13,0,42,8,349,0,1039,135,115,78,27,75,37,35,34,30,76,99,147,133,0,10,8,43787,43787,31058,14050,,67262,,25625,,30000,30000,1039,41,998,718,18,176,84,177,164,70,7,22,727,50,287,160,221,9,894
"25017311300","14000US25017311300","Census Tract 3113, Middlesex County, Massachusetts","Census Tract 3113, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001471",,,,,"25","017",,,,"311300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3788,3382,1514,265,22,1527,0,0,54,406,266,9,0,0,0,131,0,1303,6,86,84,65,84,136,38,83,82,48,250,131,38,74,46,52,49399,49399,44696,49405,,68472,,,,33468,44932,1303,64,1239,787,30,4,137,333,148,50,85,0,796,34,421,164,168,9,952
"25017311400","14000US25017311400","Census Tract 3114, Middlesex County, Massachusetts","Census Tract 3114, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001472",,,,,"25","017",,,,"311400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6314,5659,2595,1007,1,1804,0,151,101,655,160,0,52,0,0,443,0,2366,160,134,261,151,108,72,201,17,226,175,194,232,283,81,27,44,47888,47888,34400,48438,,49792,,53871,,37000,35991,2366,91,2275,1665,0,198,71,428,766,128,74,0,1690,0,742,533,383,32,1044
"25017311500","14000US25017311500","Census Tract 3115, Middlesex County, Massachusetts","Census Tract 3115, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001473",,,,,"25","017",,,,"311500",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3384,2909,1118,153,0,1582,0,0,56,475,14,0,0,11,0,450,0,1000,48,17,81,22,84,45,10,79,23,87,87,209,70,20,83,35,61111,61111,67500,65625,,43102,,,,75291,65000,1000,124,876,437,0,23,30,80,187,33,79,5,451,23,207,100,107,14,1114
"25017311600","14000US25017311600","Census Tract 3116, Middlesex County, Massachusetts","Census Tract 3116, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001474",,,,,"25","017",,,,"311600",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5278,4635,3026,274,38,1206,0,18,73,643,194,0,47,51,0,351,0,1888,137,38,134,24,62,41,22,41,94,225,181,233,196,135,192,133,71809,71809,68920,80625,,70729,,73690,,72976,69318,1888,28,1860,537,31,40,94,85,154,48,85,0,556,14,374,42,63,63,1030
"25017311700","14000US25017311700","Census Tract 3117, Middlesex County, Massachusetts","Census Tract 3117, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001475",,,,,"25","017",,,,"311700",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4906,4198,1682,104,25,2140,0,179,68,708,254,21,32,0,0,372,29,1535,107,110,89,80,81,50,97,37,59,151,150,294,99,79,24,28,53004,53004,36483,,,72554,,51386,6429,46324,35741,1535,178,1357,881,0,35,113,194,212,155,156,16,881,50,393,184,249,5,1116
"25017311800","14000US25017311800","Census Tract 3118, Middlesex County, Massachusetts","Census Tract 3118, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001476",,,,,"25","017",,,,"311800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3282,2777,1108,64,0,1478,0,0,127,505,242,16,0,0,0,196,51,1029,101,89,73,78,35,71,103,69,16,61,102,77,99,28,9,18,37377,37377,44375,15563,,35669,,28088,52697,29265,44769,1029,83,946,651,38,52,128,147,150,111,25,0,651,37,162,186,266,0,947
"25017311900","14000US25017311900","Census Tract 3119, Middlesex County, Massachusetts","Census Tract 3119, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001477",,,,,"25","017",,,,"311900",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2286,1760,1183,257,0,266,0,1,53,526,323,4,0,8,0,191,0,1090,128,273,101,32,116,67,21,49,31,67,72,56,33,0,26,18,25255,25255,30078,23750,,12346,,12647,,25854,27969,1090,116,974,872,178,274,73,123,159,65,0,0,896,54,435,169,214,24,589
"25017312000","14000US25017312000","Census Tract 3120, Middlesex County, Massachusetts","Census Tract 3120, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001478",,,,,"25","017",,,,"312000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3021,2252,1156,179,0,559,0,340,18,769,237,6,28,0,0,476,22,956,82,82,96,39,22,69,55,72,46,94,174,87,18,10,10,0,42426,42426,42022,9167,,56705,,42563,,26250,48550,956,114,842,696,17,53,130,141,151,187,17,0,711,8,263,243,182,15,1012
"25017312100","14000US25017312100","Census Tract 3121, Middlesex County, Massachusetts","Census Tract 3121, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001479",,,,,"25","017",,,,"312100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2728,1993,1084,152,0,633,0,36,88,735,234,0,0,0,0,358,143,1157,193,51,24,49,86,45,34,69,112,144,80,140,60,12,58,0,46228,46228,44338,101477,,63051,,9890,64375,44135,43816,1157,94,1063,741,75,67,132,121,198,47,94,7,757,30,323,218,161,25,974
"25017312200","14000US25017312200","Census Tract 3122, Middlesex County, Massachusetts","Census Tract 3122, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001480",,,,,"25","017",,,,"312200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4536,3866,2058,615,0,825,5,248,115,670,198,0,0,0,0,303,169,1608,147,118,67,45,71,5,56,10,67,190,185,313,141,111,82,0,64500,64500,60167,74766,,54179,,80054,29766,70208,58333,1608,83,1525,656,0,18,20,160,284,109,52,13,656,9,335,68,182,62,1114
"25017312300","14000US25017312300","Census Tract 3123, Middlesex County, Massachusetts","Census Tract 3123, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001481",,,,,"25","017",,,,"312300",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4862,4382,3186,7,0,893,0,170,126,480,258,0,0,0,0,150,72,1967,36,79,51,57,174,155,72,32,100,299,320,227,114,139,35,77,57708,57708,57821,,,69318,,31455,45781,39737,58494,1967,57,1910,870,0,14,76,123,389,154,105,9,870,0,475,254,141,0,1143
"25017312400","14000US25017312400","Census Tract 3124, Middlesex County, Massachusetts","Census Tract 3124, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001482",,,,,"25","017",,,,"312400",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2613,1474,875,253,0,213,0,83,50,1139,499,7,0,0,0,584,49,922,171,122,43,44,25,45,112,29,12,114,79,95,8,5,18,0,37525,37525,27014,46875,,34453,,43125,97813,19167,34125,922,89,833,733,121,149,32,105,131,105,90,0,747,5,272,282,160,28,952
"25017312501","14000US25017312501","Census Tract 3125.01, Middlesex County, Massachusetts","Census Tract 3125.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001483",,,,,"25","017",,,,"312501",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4094,3710,3362,122,30,131,0,0,65,384,145,0,0,0,0,195,44,1624,16,109,109,71,64,98,74,96,38,105,84,200,142,29,293,96,69583,69583,80333,11801,,43155,,22550,,21042,80250,1624,90,1534,416,0,7,18,106,102,89,47,47,422,0,122,106,188,6,1189
"25017312502","14000US25017312502","Census Tract 3125.02, Middlesex County, Massachusetts","Census Tract 3125.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001484",,,,,"25","017",,,,"312502",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3764,3634,3137,114,0,287,0,0,96,130,69,21,0,0,0,31,9,1559,93,74,40,45,67,93,63,41,31,155,105,171,135,169,164,113,71146,71146,77031,26161,,64286,,,,14792,78021,1559,45,1514,364,0,56,85,64,97,53,9,0,364,34,117,52,161,0,884
"25017313101","14000US25017313101","Census Tract 3131.01, Middlesex County, Massachusetts","Census Tract 3131.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001485",,,,,"25","017",,,,"313101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5845,5656,5116,30,0,441,0,0,69,189,178,0,0,0,0,11,0,2006,22,10,40,34,90,7,54,44,78,163,128,262,243,186,158,487,109615,109615,109481,,,120577,,,,,108981,2006,12,1994,197,0,26,17,36,40,44,12,22,197,18,71,68,40,0,1122
"25017313102","14000US25017313102","Census Tract 3131.02, Middlesex County, Massachusetts","Census Tract 3131.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001486",,,,,"25","017",,,,"313102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6022,5881,5518,32,26,209,0,0,96,141,44,0,0,0,0,0,97,2108,138,29,67,60,31,61,64,51,92,53,277,279,236,197,302,171,85905,85905,89899,,,9754,,,8814,,89899,2108,18,2090,298,16,61,0,66,93,18,0,44,369,50,148,23,77,71,1016
"25017314101","14000US25017314101","Census Tract 3141.01, Middlesex County, Massachusetts","Census Tract 3141.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001487",,,,,"25","017",,,,"314101",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5806,5718,5066,92,15,384,0,0,161,88,71,0,0,0,0,17,0,2127,85,40,59,29,94,62,47,149,32,263,218,211,261,306,148,123,74568,74568,74286,,,146667,,,,52232,74554,2127,58,2069,457,0,0,29,29,263,83,43,10,457,0,227,80,116,34,1162
"25017314102","14000US25017314102","Census Tract 3141.02, Middlesex County, Massachusetts","Census Tract 3141.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001488",,,,,"25","017",,,,"314102",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7362,6940,5980,128,0,639,0,18,175,422,186,0,0,16,0,125,95,2842,22,123,253,89,129,164,15,32,115,178,373,388,405,302,240,14,73022,73022,73378,,,73466,,,,62837,79688,2842,82,2760,555,48,37,13,47,132,136,142,0,582,11,253,66,225,27,1251
"25017314200","14000US25017314200","Census Tract 3142, Middlesex County, Massachusetts","Census Tract 3142, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001489",,,,,"25","017",,,,"314200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5594,5408,5279,117,0,0,0,0,12,186,117,32,0,0,0,37,0,1992,99,123,65,49,125,54,11,45,64,102,382,387,132,99,163,92,71136,71136,71042,,,,,,,,70941,1992,65,1927,449,0,107,33,48,50,87,118,6,484,0,276,125,48,35,1183
"25017314301","14000US25017314301","Census Tract 3143.01, Middlesex County, Massachusetts","Census Tract 3143.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001490",,,,,"25","017",,,,"314301",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8508,7847,7076,436,0,322,0,0,13,661,344,0,0,0,0,317,0,3043,98,73,71,71,74,127,110,62,106,232,400,457,408,194,300,260,79387,79387,80043,123894,,29107,,,,,82520,3043,35,3008,615,26,22,0,77,316,91,83,0,644,52,280,120,87,105,1144
"25017314302","14000US25017314302","Census Tract 3143.02, Middlesex County, Massachusetts","Census Tract 3143.02, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001491",,,,,"25","017",,,,"314302",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3080,2860,2633,72,5,150,0,0,0,220,95,0,0,0,0,45,80,964,12,17,13,17,24,10,17,9,31,41,74,113,79,131,204,172,127935,127935,127717,141563,,196250,,,,62500,127440,964,14,950,82,0,0,0,0,16,21,11,34,82,0,44,21,17,0,1682
"25017315100","14000US25017315100","Census Tract 3151, Middlesex County, Massachusetts","Census Tract 3151, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001492",,,,,"25","017",,,,"315100",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6267,6030,5595,120,0,206,0,0,109,237,220,0,0,0,0,17,0,2254,51,50,44,14,16,108,12,24,0,201,191,371,340,201,340,291,101389,101389,100957,83036,,111736,,,,85852,101528,2254,34,2220,363,0,0,0,58,12,79,167,47,380,57,211,50,45,17,1597
"25017315200","14000US25017315200","Census Tract 3152, Middlesex County, Massachusetts","Census Tract 3152, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001493",,,,,"25","017",,,,"315200",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7646,7578,6845,334,37,220,0,0,142,68,61,0,0,0,0,7,0,3136,66,45,173,75,86,140,38,80,80,207,323,495,510,282,365,171,87480,87480,86177,,,120547,,,,48750,86395,3136,45,3091,694,0,15,39,32,32,177,352,47,709,0,422,131,141,15,1574
"25017315401","14000US25017315401","Census Tract 3154.01, Middlesex County, Massachusetts","Census Tract 3154.01, Middlesex County, Massachusetts","ma","140","00","ACSSF","0001494",,,,,"25","017",,,,"315401",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3734,3654,3297,38,10,180,0,0,129,80,80,0,0,0,0,0,0,1476,52,126,122,35,58,33,57,81,37,101,90,178,174,62,102,168,66711,66711,61641,,,101486,,,,,60859,1476,44,1432,357,53,101,11,32,9,48,88,15,371,0,147,132,78,14,842
